amount,dataset,date,longitude,latitude
16,CBERS4_AWFI_L4_SR,2020-01-03,20.0,17.0
77,CBERS4A_MUX_L2_DN,2020-01-04,-40.5,-1.0
14,CBERS4A_MUX_L4_DN,2020-01-04,-67.5,-12.5
8,CBERS4A_WFI_L2_DN,2020-01-04,-41.0,-2.5
5,CBERS4A_WFI_L4_DN,2020-01-04,-64.0,4.0
455,CBERS4A_WPM_L2_DN,2020-01-04,-40.5,0.0
14,CBERS4_AWFI_L4_SR,2020-01-04,28.5,17.0
39,CBERS4A_MUX_L2_DN,2020-01-05,-44.5,2.5
6,CBERS4A_MUX_L4_DN,2020-01-05,-51.0,-27.0
4,CBERS4A_WFI_L2_DN,2020-01-05,-44.5,4.0
3,CBERS4A_WFI_L4_DN,2020-01-05,-50.0,-21.5
11,CBERS4_AWFI_L4_SR,2020-01-05,-42.5,-4.5
6,CBERS4A_MUX_L2_DN,2020-01-06,-75.5,-6.5
1,CBERS4A_WFI_L2_DN,2020-01-06,-77.5,-15.0
1,CBERS4A_WFI_L4_DN,2020-01-06,-76.0,-8.5
78,CBERS4A_WPM_L2_DN,2020-01-06,-75.5,-5.5
16,CBERS4_AWFI_L4_SR,2020-01-06,45.0,11.5
37,CBERS4A_MUX_L2_DN,2020-01-07,-53.5,5.0
15,CBERS4A_MUX_L4_DN,2020-01-07,-58.0,-16.5
4,CBERS4A_WFI_L2_DN,2020-01-07,-54.0,4.0
3,CBERS4A_WFI_L4_DN,2020-01-07,-56.5,-8.5
253,CBERS4A_WPM_L2_DN,2020-01-07,-53.5,5.5
17,CBERS4_AWFI_L4_SR,2020-01-07,29.5,17.0
29,CBERS4A_MUX_L2_DN,2020-01-08,-36.5,-7.0
3,CBERS4A_WFI_L2_DN,2020-01-08,-39.5,-21.5
2,CBERS4A_WFI_L4_DN,2020-01-08,-37.0,-8.5
102,CBERS4A_WPM_L2_DN,2020-01-08,-36.5,-7.0
1,CBERS4_AWFI_L4_DN,2020-01-08,-69.5,-15.0
17,CBERS4_AWFI_L4_SR,2020-01-08,38.5,17.0
60,CBERS4A_MUX_L2_DN,2020-01-09,-40.0,-2.5
26,CBERS4A_MUX_L4_DN,2020-01-09,-42.5,-12.5
6,CBERS4A_WFI_L2_DN,2020-01-09,-40.0,-2.5
7,CBERS4A_WFI_L4_DN,2020-01-09,-44.5,-21.5
361,CBERS4A_WPM_L2_DN,2020-01-09,-40.0,-1.5
15,CBERS4_AWFI_L4_SR,2020-01-09,22.0,17.0
38,CBERS4A_MUX_L2_DN,2020-01-10,-44.0,2.5
8,CBERS4A_MUX_L4_DN,2020-01-10,-47.5,-16.0
3,CBERS4A_WFI_L2_DN,2020-01-10,-43.5,4.0
4,CBERS4A_WFI_L4_DN,2020-01-10,-47.5,-15.0
252,CBERS4A_WPM_L2_DN,2020-01-10,-43.5,3.0
16,CBERS4_AWFI_L4_SR,2020-01-10,30.5,17.0
18,CBERS4_AWFI_L4_SR,2020-01-11,38.0,11.5
14,CBERS4_AWFI_L4_SR,2020-01-12,23.0,17.0
17,CBERS4_AWFI_L4_SR,2020-01-13,31.5,17.0
19,CBERS4_AWFI_L4_SR,2020-01-14,39.0,11.5
15,CBERS4_AWFI_L4_SR,2020-01-15,24.0,17.0
17,CBERS4_AWFI_L4_SR,2020-01-16,32.5,17.0
18,CBERS4_AWFI_L4_SR,2020-01-17,41.5,17.0
14,CBERS4_AWFI_L4_SR,2020-01-18,25.0,17.0
15,CBERS4_AWFI_L4_SR,2020-01-19,33.5,17.0
13,CBERS4_AWFI_L4_SR,2020-01-20,-38.0,-4.5
13,CBERS4_AWFI_L4_SR,2020-01-21,24.5,11.5
16,CBERS4_AWFI_L4_SR,2020-01-22,34.5,17.0
1,CBERS4_AWFI_L4_DN,2020-01-23,38.5,-4.5
15,CBERS4_AWFI_L4_SR,2020-01-23,40.5,6.5
4,CBERS4_AWFI_L4_DN,2020-01-24,-52.0,1.0
14,CBERS4_AWFI_L4_SR,2020-01-24,27.0,17.0
16,CBERS4_AWFI_L4_SR,2020-01-25,34.0,11.5
14,CBERS4_AWFI_L4_SR,2020-01-26,43.0,11.5
12,CBERS4_AWFI_L4_SR,2020-01-27,26.5,11.5
17,CBERS4_AWFI_L4_SR,2020-01-28,36.5,17.0
17,CBERS4_AWFI_L4_SR,2020-01-29,44.0,11.5
15,CBERS4_AWFI_L4_SR,2020-01-30,29.0,17.0
17,CBERS4_AWFI_L4_SR,2020-01-31,36.0,11.5
7,CBERS4_AWFI_L4_DN,2020-02-01,-56.5,6.5
7,CBERS4_AWFI_L4_SR,2020-02-01,19.5,11.5
12,CBERS4_AWFI_L4_SR,2020-02-02,47.5,-15.0
5,CBERS4_AWFI_L4_DN,2020-02-03,37.0,11.5
10,CBERS4_AWFI_L4_SR,2020-02-03,-43.0,-9.5
10,CBERS4_AWFI_L4_DN,2020-02-04,-34.5,-9.5
15,CBERS4_AWFI_L4_DN,2020-02-05,30.5,17.0
18,CBERS4_AWFI_L4_DN,2020-02-06,39.5,17.0
9,CBERS4_AWFI_L4_DN,2020-02-07,-55.0,6.5
5,CBERS4_AWFI_L4_SR,2020-02-08,30.5,11.5
19,CBERS4_AWFI_L4_SR,2020-02-09,40.5,17.0
14,CBERS4_AWFI_L4_SR,2020-02-10,24.0,17.0
22,CBERS4_AWFI_L4_SR,2020-02-11,32.5,17.0
9,CBERS4_AWFI_L4_SR,2020-02-13,-53.0,6.5
15,CBERS4A_MUX_L2_DN,2020-02-14,-53.5,-55.0
3,CBERS4A_WFI_L2_DN,2020-02-14,-52.5,-52.5
76,CBERS4A_WPM_L2_DN,2020-02-14,-53.5,-54.5
15,CBERS4_AWFI_L4_SR,2020-02-14,30.0,1.0
120,CBERS4A_WPM_L2_DN,2020-02-15,-67.5,68.0
13,CBERS4_AWFI_L4_SR,2020-02-15,-38.0,-4.5
24,CBERS4A_MUX_L2_DN,2020-02-16,-67.5,68.0
4,CBERS4A_WFI_L2_DN,2020-02-16,-69.0,66.0
8,CBERS4_AWFI_L4_SR,2020-02-16,-53.0,1.0
15,CBERS4_AWFI_L4_SR,2020-02-17,31.0,1.0
19,CBERS4_AWFI_L4_SR,2020-02-18,42.0,11.5
35,CBERS4A_MUX_L2_DN,2020-02-19,-39.0,-3.0
4,CBERS4A_MUX_L4_DN,2020-02-19,-42.0,-19.0
2,CBERS4A_WFI_L2_DN,2020-02-19,-44.0,-27.5
4,CBERS4A_WFI_L4_DN,2020-02-19,-38.5,-2.5
206,CBERS4A_WPM_L2_DN,2020-02-19,-38.5,-2.5
15,CBERS4_AWFI_L4_SR,2020-02-19,25.5,11.5
17,CBERS4_AWFI_L4_SR,2020-02-20,35.5,17.0
4,CBERS4_AWFI_L4_DN,2020-02-21,44.0,17.0
15,CBERS4_AWFI_L4_SR,2020-02-21,40.5,1.0
15,CBERS4_AWFI_L4_SR,2020-02-22,28.0,17.0
61,CBERS4A_WPM_L2_DN,2020-02-23,22.0,23.0
3,CBERS4_AWFI_L4_DN,2020-02-23,-46.0,-15.0
14,CBERS4_AWFI_L4_SR,2020-02-23,36.5,17.0
13,CBERS4A_MUX_L2_DN,2020-02-24,22.0,23.0
2,CBERS4A_WFI_L2_DN,2020-02-24,22.5,23.0
12,CBERS4_AWFI_L4_SR,2020-02-24,-35.0,-4.5
1,CBERS4_AWFI_L4_DN,2020-02-25,-58.0,-31.0
13,CBERS4_AWFI_L4_SR,2020-02-25,28.5,17.0
18,CBERS4_AWFI_L4_SR,2020-02-26,37.5,17.0
16,CBERS4_AWFI_L4_SR,2020-02-27,46.0,17.0
11,CBERS4_AWFI_L4_DN,2020-02-28,-49.5,1.0
6,CBERS4_AWFI_L4_SR,2020-02-28,29.5,17.0
11,CBERS4_AWFI_L4_SR,2020-02-29,38.5,17.0
263,CBERS4A_WPM_L2_DN,2020-03-03,-49.5,5.5
