amount,dataset,date,longitude,latitude
13,CBERS4_AWFI_L4_SR,2018-04-01,-40.0,-4.5
8,CBERS4_AWFI_L4_SR,2018-04-02,-55.0,1.0
11,CBERS4_AWFI_L4_SR,2018-04-03,-47.5,-4.5
12,CBERS4_AWFI_L4_SR,2018-04-04,-39.0,-4.5
9,CBERS4_AWFI_L4_SR,2018-04-05,-53.0,6.5
10,CBERS4_AWFI_L4_SR,2018-04-06,-46.5,-4.5
12,CBERS4_AWFI_L4_SR,2018-04-07,-38.0,-4.5
9,CBERS4_AWFI_L4_SR,2018-04-08,-52.0,6.5
12,CBERS4_AWFI_L4_SR,2018-04-09,-45.5,-4.5
13,CBERS4_AWFI_L4_SR,2018-04-10,-37.0,-4.5
8,CBERS4_AWFI_L4_SR,2018-04-11,-52.0,1.0
11,CBERS4_AWFI_L4_SR,2018-04-12,-44.5,-4.5
12,CBERS4_AWFI_L4_SR,2018-04-13,-37.0,-9.5
10,CBERS4_AWFI_L4_SR,2018-04-14,-51.0,1.0
10,CBERS4_AWFI_L4_SR,2018-04-15,-43.5,-4.5
12,CBERS4_AWFI_L4_SR,2018-04-16,-35.0,-4.5
10,CBERS4_AWFI_L4_SR,2018-04-17,-50.0,1.0
11,CBERS4_AWFI_L4_SR,2018-04-18,-42.5,-4.5
10,CBERS4_AWFI_L4_SR,2018-04-19,-35.0,-9.5
12,CBERS4_AWFI_L4_SR,2018-04-20,-49.0,1.0
13,CBERS4_AWFI_L4_SR,2018-04-21,-41.5,-4.5
9,CBERS4_AWFI_L4_SR,2018-04-22,-56.0,6.5
10,CBERS4_AWFI_L4_SR,2018-04-23,-49.5,-4.5
12,CBERS4_AWFI_L4_SR,2018-04-24,-42.0,-9.5
9,CBERS4_AWFI_L4_SR,2018-04-25,-55.0,6.5
9,CBERS4_AWFI_L4_SR,2018-04-26,-48.5,-4.5
13,CBERS4_AWFI_L4_SR,2018-04-27,-40.0,-4.5
9,CBERS4_AWFI_L4_SR,2018-04-28,-54.0,6.5
10,CBERS4_AWFI_L4_SR,2018-04-29,-47.5,-4.5
12,CBERS4_AWFI_L4_SR,2018-04-30,-40.0,-9.5
8,CBERS4_AWFI_L4_SR,2018-05-01,-54.0,1.0
10,CBERS4_AWFI_L4_SR,2018-05-02,-46.5,-4.5
13,CBERS4_AWFI_L4_SR,2018-05-03,-38.0,-4.5
9,CBERS4_AWFI_L4_SR,2018-05-04,-52.0,6.5
10,CBERS4_AWFI_L4_SR,2018-05-05,-45.5,-4.5
13,CBERS4_AWFI_L4_SR,2018-05-06,-37.0,-4.5
8,CBERS4_AWFI_L4_SR,2018-05-07,-52.0,1.0
10,CBERS4_AWFI_L4_SR,2018-05-08,-44.5,-4.5
12,CBERS4_AWFI_L4_SR,2018-05-09,-37.0,-9.5
9,CBERS4_AWFI_L4_SR,2018-05-10,-51.0,1.0
10,CBERS4_AWFI_L4_SR,2018-05-11,-43.5,-4.5
13,CBERS4_AWFI_L4_SR,2018-05-12,-35.0,-4.5
10,CBERS4_AWFI_L4_SR,2018-05-13,-50.0,1.0
12,CBERS4_AWFI_L4_SR,2018-05-14,-42.5,-4.5
11,CBERS4_AWFI_L4_SR,2018-05-15,-34.0,-4.5
8,CBERS4_AWFI_L4_SR,2018-05-16,-49.0,1.0
3,CBERS4_AWFI_L4_SR,2018-05-19,-73.5,1.0
13,CBERS4_AWFI_L4_SR,2018-05-20,-41.0,-4.5
9,CBERS4_AWFI_L4_SR,2018-05-21,-55.0,6.5
11,CBERS4_AWFI_L4_SR,2018-05-22,-48.5,-4.5
13,CBERS4_AWFI_L4_SR,2018-05-23,-40.0,-4.5
9,CBERS4_AWFI_L4_SR,2018-05-24,-54.0,6.5
11,CBERS4_AWFI_L4_SR,2018-05-25,-47.5,-4.5
12,CBERS4_AWFI_L4_SR,2018-05-26,-39.0,-4.5
8,CBERS4_AWFI_L4_SR,2018-05-27,-54.0,1.0
1,CBERS4_AWFI_L4_DN,2018-05-28,-70.5,1.0
10,CBERS4_AWFI_L4_SR,2018-05-28,-46.5,-4.5
13,CBERS4_AWFI_L4_SR,2018-05-29,-38.0,-4.5
9,CBERS4_AWFI_L4_SR,2018-05-30,-52.0,6.5
11,CBERS4_AWFI_L4_SR,2018-05-31,-45.5,-4.5
19,CBERS4_AWFI_L4_SR,2018-06-01,32.0,6.5
13,CBERS4_AWFI_L4_SR,2018-06-02,39.5,1.0
14,CBERS4_AWFI_L4_SR,2018-06-03,24.5,6.5
17,CBERS4_AWFI_L4_SR,2018-06-04,32.0,1.0
15,CBERS4_AWFI_L4_SR,2018-06-05,43.0,11.5
16,CBERS4_AWFI_L4_SR,2018-06-06,25.5,6.5
19,CBERS4_AWFI_L4_SR,2018-06-07,34.0,6.5
15,CBERS4_AWFI_L4_SR,2018-06-08,44.0,11.5
13,CBERS4_AWFI_L4_SR,2018-06-09,46.5,-15.0
15,CBERS4_AWFI_L4_SR,2018-06-10,37.5,17.0
15,CBERS4_AWFI_L4_SR,2018-06-11,45.0,11.5
15,CBERS4_AWFI_L4_SR,2018-06-12,47.5,-15.0
15,CBERS4_AWFI_L4_SR,2018-06-13,38.5,17.0
15,CBERS4_AWFI_L4_SR,2018-06-14,46.0,11.5
13,CBERS4_AWFI_L4_SR,2018-06-15,48.5,-15.0
14,CBERS4_AWFI_L4_SR,2018-06-16,39.5,17.0
16,CBERS4_AWFI_L4_SR,2018-06-17,21.5,11.5
16,CBERS4_AWFI_L4_SR,2018-06-18,49.5,-15.0
15,CBERS4_AWFI_L4_SR,2018-06-19,40.5,17.0
16,CBERS4_AWFI_L4_SR,2018-06-20,22.5,11.5
19,CBERS4_AWFI_L4_SR,2018-06-21,32.5,17.0
13,CBERS4_AWFI_L4_SR,2018-06-22,40.0,11.5
16,CBERS4_AWFI_L4_SR,2018-06-23,23.5,11.5
16,CBERS4_AWFI_L4_SR,2018-06-24,33.5,17.0
13,CBERS4_AWFI_L4_SR,2018-06-25,41.0,11.5
11,CBERS4_AWFI_L4_SR,2018-06-26,26.0,17.0
8,CBERS4_AWFI_L4_SR,2018-07-01,-51.0,1.0
15,CBERS4_AWFI_L4_SR,2018-07-02,35.0,11.5
17,CBERS4_AWFI_L4_SR,2018-07-03,44.0,11.5
9,CBERS4_AWFI_L4_SR,2018-07-04,46.5,-15.0
17,CBERS4_AWFI_L4_SR,2018-07-05,36.0,11.5
13,CBERS4_AWFI_L4_SR,2018-07-06,43.5,6.5
11,CBERS4_AWFI_L4_SR,2018-07-07,-49.0,1.0
13,CBERS4_AWFI_L4_SR,2018-07-08,38.5,17.0
13,CBERS4_AWFI_L4_SR,2018-07-09,46.0,11.5
13,CBERS4_AWFI_L4_SR,2018-07-10,48.5,-15.0
1,CBERS4_AWFI_L4_DN,2018-07-11,-66.0,-4.5
18,CBERS4_AWFI_L4_SR,2018-07-11,39.5,17.0
14,CBERS4_AWFI_L4_SR,2018-07-12,21.5,11.5
13,CBERS4_AWFI_L4_SR,2018-07-13,49.5,-15.0
13,CBERS4_AWFI_L4_SR,2018-07-14,-41.0,-9.5
14,CBERS4_AWFI_L4_SR,2018-07-15,22.5,11.5
17,CBERS4_AWFI_L4_SR,2018-07-16,32.5,17.0
1,CBERS4_AWFI_L4_DN,2018-07-17,35.0,-9.5
13,CBERS4_AWFI_L4_SR,2018-07-17,41.5,17.0
12,CBERS4_AWFI_L4_SR,2018-07-18,23.5,11.5
17,CBERS4_AWFI_L4_SR,2018-07-19,33.5,17.0
18,CBERS4_AWFI_L4_SR,2018-07-20,41.0,11.5
8,CBERS4_AWFI_L4_SR,2018-07-21,-53.0,1.0
18,CBERS4_AWFI_L4_SR,2018-07-22,34.5,17.0
18,CBERS4_AWFI_L4_SR,2018-07-23,42.0,11.5
14,CBERS4_AWFI_L4_SR,2018-07-24,27.0,17.0
11,CBERS4_AWFI_L4_SR,2018-07-25,35.5,17.0
17,CBERS4_AWFI_L4_SR,2018-07-26,43.0,11.5
8,CBERS4_AWFI_L4_SR,2018-07-27,-51.0,1.0
14,CBERS4_AWFI_L4_SR,2018-07-28,34.0,6.5
18,CBERS4_AWFI_L4_SR,2018-07-29,44.0,11.5
11,CBERS4_AWFI_L4_SR,2018-07-30,46.5,-15.0
18,CBERS4_AWFI_L4_SR,2018-07-31,37.5,17.0
14,CBERS4_AWFI_L4_SR,2018-08-01,45.0,11.5
12,CBERS4_AWFI_L4_SR,2018-08-02,47.5,-15.0
19,CBERS4_AWFI_L4_SR,2018-08-03,38.5,17.0
13,CBERS4_AWFI_L4_SR,2018-08-04,46.0,11.5
13,CBERS4_AWFI_L4_SR,2018-08-05,48.5,-15.0
18,CBERS4_AWFI_L4_SR,2018-08-06,39.5,17.0
14,CBERS4_AWFI_L4_SR,2018-08-07,21.5,11.5
12,CBERS4_AWFI_L4_SR,2018-08-08,49.5,-15.0
19,CBERS4_AWFI_L4_SR,2018-08-09,40.5,17.0
14,CBERS4_AWFI_L4_SR,2018-08-10,22.5,11.5
17,CBERS4_AWFI_L4_SR,2018-08-11,32.5,17.0
19,CBERS4_AWFI_L4_SR,2018-08-12,41.5,17.0
15,CBERS4_AWFI_L4_SR,2018-08-13,25.0,17.0
18,CBERS4_AWFI_L4_SR,2018-08-14,33.5,17.0
18,CBERS4_AWFI_L4_SR,2018-08-15,41.0,11.5
11,CBERS4_AWFI_L4_SR,2018-08-16,26.0,17.0
15,CBERS4_AWFI_L4_SR,2018-08-17,10.5,22.5
18,CBERS4_AWFI_L4_SR,2018-08-18,18.0,17.0
14,CBERS4_AWFI_L4_SR,2018-08-19,27.0,17.0
13,CBERS4_AWFI_L4_SR,2018-08-20,10.5,17.0
19,CBERS4_AWFI_L4_SR,2018-08-21,19.0,17.0
16,CBERS4_AWFI_L4_SR,2018-08-22,27.5,17.0
10,CBERS4_AWFI_L4_SR,2018-08-23,-43.5,-4.5
18,CBERS4_AWFI_L4_SR,2018-08-24,20.0,17.0
14,CBERS4_AWFI_L4_SR,2018-08-25,5.0,22.5
17,CBERS4_AWFI_L4_SR,2018-08-26,13.5,22.5
16,CBERS4_AWFI_L4_SR,2018-08-27,21.0,17.0
14,CBERS4_AWFI_L4_SR,2018-08-28,6.0,22.5
17,CBERS4_AWFI_L4_SR,2018-08-29,13.0,17.0
15,CBERS4_AWFI_L4_SR,2018-08-30,22.0,17.0
15,CBERS4_AWFI_L4_SR,2018-08-31,7.0,22.5
18,CBERS4_AWFI_L4_SR,2018-09-01,38.0,11.5
14,CBERS4_AWFI_L4_SR,2018-09-02,47.0,11.5
17,CBERS4_AWFI_L4_SR,2018-09-03,31.5,17.0
18,CBERS4_AWFI_L4_SR,2018-09-04,40.5,17.0
12,CBERS4_AWFI_L4_SR,2018-09-05,47.5,11.5
18,CBERS4_AWFI_L4_SR,2018-09-06,32.5,17.0
19,CBERS4_AWFI_L4_SR,2018-09-07,41.5,17.0
12,CBERS4_AWFI_L4_SR,2018-09-08,48.5,11.5
17,CBERS4_AWFI_L4_SR,2018-09-09,33.5,17.0
19,CBERS4_AWFI_L4_SR,2018-09-10,42.5,17.0
12,CBERS4_AWFI_L4_SR,2018-09-11,49.5,11.5
16,CBERS4_AWFI_L4_SR,2018-09-12,33.0,11.5
11,CBERS4_AWFI_L4_SR,2018-09-13,-39.5,-15.0
9,CBERS4_AWFI_L4_SR,2018-09-14,50.5,11.5
11,CBERS4_AWFI_L4_SR,2018-09-15,-44.5,-4.5
13,CBERS4_AWFI_L4_SR,2018-09-16,-36.0,-4.5
12,CBERS4_AWFI_L4_SR,2018-09-17,51.5,11.5
17,CBERS4_AWFI_L4_SR,2018-09-18,36.5,17.0
18,CBERS4_AWFI_L4_SR,2018-09-19,44.0,11.5
16,CBERS4_AWFI_L4_SR,2018-09-20,28.5,17.0
14,CBERS4_AWFI_L4_SR,2018-09-21,36.0,11.5
15,CBERS4_AWFI_L4_SR,2018-09-22,45.0,11.5
18,CBERS4_AWFI_L4_SR,2018-09-23,29.5,17.0
17,CBERS4_AWFI_L4_SR,2018-09-24,37.0,11.5
13,CBERS4_AWFI_L4_SR,2018-09-25,46.0,11.5
17,CBERS4_AWFI_L4_SR,2018-09-26,30.5,17.0
13,CBERS4_AWFI_L4_SR,2018-09-27,-41.0,-4.5
15,CBERS4_AWFI_L4_SR,2018-09-28,23.0,17.0
14,CBERS4_AWFI_L4_SR,2018-09-29,8.0,22.5
17,CBERS4_AWFI_L4_SR,2018-09-30,15.0,17.0
15,CBERS4_AWFI_L4_SR,2018-10-01,24.0,17.0
15,CBERS4_AWFI_L4_SR,2018-10-02,8.5,22.5
17,CBERS4_AWFI_L4_SR,2018-10-03,16.0,17.0
15,CBERS4_AWFI_L4_SR,2018-10-04,25.0,17.0
15,CBERS4_AWFI_L4_SR,2018-10-05,9.5,22.5
18,CBERS4_AWFI_L4_SR,2018-10-06,17.0,17.0
14,CBERS4_AWFI_L4_SR,2018-10-07,26.0,17.0
13,CBERS4_AWFI_L4_SR,2018-10-08,9.5,17.0
17,CBERS4_AWFI_L4_SR,2018-10-09,18.0,17.0
14,CBERS4_AWFI_L4_SR,2018-10-10,27.0,17.0
13,CBERS4_AWFI_L4_SR,2018-10-11,10.5,17.0
18,CBERS4_AWFI_L4_SR,2018-10-12,19.0,17.0
16,CBERS4_AWFI_L4_SR,2018-10-13,27.5,17.0
15,CBERS4_AWFI_L4_SR,2018-10-14,12.5,22.5
1,CBERS4_AWFI_L2_DN,2018-10-15,-38.5,-20.5
17,CBERS4_AWFI_L4_SR,2018-10-15,20.0,17.0
14,CBERS4_AWFI_L4_SR,2018-10-16,5.0,22.5
17,CBERS4_AWFI_L4_SR,2018-10-17,13.5,22.5
16,CBERS4_AWFI_L4_SR,2018-10-18,21.0,17.0
15,CBERS4_AWFI_L4_SR,2018-10-19,6.0,22.5
18,CBERS4_AWFI_L4_SR,2018-10-20,14.5,22.5
15,CBERS4_AWFI_L4_SR,2018-10-21,22.0,17.0
15,CBERS4_AWFI_L4_SR,2018-10-22,7.0,22.5
17,CBERS4_AWFI_L4_SR,2018-10-23,38.0,11.5
14,CBERS4_AWFI_L4_SR,2018-10-24,46.5,11.5
17,CBERS4_AWFI_L4_SR,2018-10-25,31.5,17.0
19,CBERS4_AWFI_L4_SR,2018-10-26,39.0,11.5
11,CBERS4_AWFI_L4_SR,2018-10-27,47.5,11.5
18,CBERS4_AWFI_L4_SR,2018-10-28,32.5,17.0
18,CBERS4_AWFI_L4_SR,2018-10-29,39.0,6.5
11,CBERS4_AWFI_L4_SR,2018-10-30,48.5,11.5
17,CBERS4_AWFI_L4_SR,2018-10-31,33.5,17.0
18,CBERS4_AWFI_L4_SR,2018-11-01,39.5,6.5
10,CBERS4_AWFI_L4_SR,2018-11-02,49.5,11.5
18,CBERS4_AWFI_L4_SR,2018-11-03,34.5,17.0
19,CBERS4_AWFI_L4_SR,2018-11-04,42.0,11.5
11,CBERS4_AWFI_L4_SR,2018-11-05,50.5,11.5
10,CBERS4_AWFI_L4_SR,2018-11-06,-43.5,1.0
18,CBERS4_AWFI_L4_SR,2018-11-07,43.0,11.5
10,CBERS4_AWFI_L4_SR,2018-11-08,51.5,11.5
17,CBERS4_AWFI_L4_SR,2018-11-09,36.5,17.0
18,CBERS4_AWFI_L4_SR,2018-11-10,44.0,11.5
16,CBERS4_AWFI_L4_SR,2018-11-11,28.5,17.0
18,CBERS4_AWFI_L4_SR,2018-11-12,37.5,17.0
14,CBERS4_AWFI_L4_SR,2018-11-13,43.5,6.5
17,CBERS4_AWFI_L4_SR,2018-11-14,29.5,17.0
18,CBERS4_AWFI_L4_SR,2018-11-15,36.0,6.5
13,CBERS4_AWFI_L4_SR,2018-11-16,20.5,11.5
14,CBERS4_AWFI_L4_SR,2018-11-17,27.0,1.0
17,CBERS4_AWFI_L4_SR,2018-11-18,35.5,1.0
9,CBERS4_AWFI_L4_SR,2018-11-19,-55.0,6.5
17,CBERS4_AWFI_L4_SR,2018-11-20,28.0,1.0
18,CBERS4_AWFI_L4_SR,2018-11-21,36.5,1.0
14,CBERS4_AWFI_L4_SR,2018-11-22,21.5,6.5
15,CBERS4_AWFI_L4_SR,2018-11-23,27.5,-4.5
14,CBERS4_AWFI_L4_SR,2018-11-24,34.0,-15.0
14,CBERS4_AWFI_L4_SR,2018-11-25,22.5,6.5
16,CBERS4_AWFI_L4_SR,2018-11-26,30.0,1.0
18,CBERS4_AWFI_L4_SR,2018-11-27,41.0,11.5
13,CBERS4_AWFI_L4_SR,2018-11-28,23.5,6.5
14,CBERS4_AWFI_L4_SR,2018-11-29,29.5,-4.5
18,CBERS4_AWFI_L4_SR,2018-11-30,42.0,11.5
14,CBERS4_AWFI_L4_SR,2018-12-01,25.5,11.5
13,CBERS4_AWFI_L4_SR,2018-12-02,29.5,-9.5
17,CBERS4_AWFI_L4_SR,2018-12-03,43.0,11.5
8,CBERS4_AWFI_L4_SR,2018-12-04,-51.0,1.0
17,CBERS4_AWFI_L4_SR,2018-12-05,34.0,6.5
18,CBERS4_AWFI_L4_SR,2018-12-06,20.0,17.0
15,CBERS4_AWFI_L4_SR,2018-12-07,25.0,1.0
17,CBERS4_AWFI_L4_SR,2018-12-08,34.0,1.0
16,CBERS4_AWFI_L4_SR,2018-12-09,21.0,17.0
17,CBERS4_AWFI_L4_SR,2018-12-10,27.0,6.5
17,CBERS4_AWFI_L4_SR,2018-12-11,33.5,-4.5
16,CBERS4_AWFI_L4_SR,2018-12-12,22.0,17.0
17,CBERS4_AWFI_L4_SR,2018-12-13,28.0,6.5
19,CBERS4_AWFI_L4_SR,2018-12-14,35.5,1.0
15,CBERS4_AWFI_L4_SR,2018-12-15,23.0,17.0
18,CBERS4_AWFI_L4_SR,2018-12-16,29.0,6.5
19,CBERS4_AWFI_L4_SR,2018-12-17,36.5,1.0
14,CBERS4_AWFI_L4_SR,2018-12-18,22.5,11.5
17,CBERS4_AWFI_L4_SR,2018-12-19,30.0,6.5
18,CBERS4_AWFI_L4_SR,2018-12-20,40.0,11.5
15,CBERS4_AWFI_L4_SR,2018-12-21,25.0,17.0
16,CBERS4_AWFI_L4_SR,2018-12-22,32.0,11.5
19,CBERS4_AWFI_L4_SR,2018-12-23,42.0,17.0
15,CBERS4_AWFI_L4_SR,2018-12-24,25.5,17.0
18,CBERS4_AWFI_L4_SR,2018-12-25,34.5,17.0
19,CBERS4_AWFI_L4_SR,2018-12-26,43.0,17.0
12,CBERS4_AWFI_L4_SR,2018-12-27,25.5,11.5
11,CBERS4_AWFI_L4_SR,2018-12-28,-44.5,-4.5
18,CBERS4_AWFI_L4_SR,2018-12-29,43.0,11.5
15,CBERS4_AWFI_L4_SR,2018-12-30,27.5,17.0
17,CBERS4_AWFI_L4_SR,2018-12-31,36.5,17.0
13,CBERS4_AWFI_L4_SR,2019-01-01,-35.0,-4.5
12,CBERS4_AWFI_L4_SR,2019-01-02,42.5,6.5
12,CBERS4_AWFI_L4_SR,2019-01-03,46.5,-15.0
15,CBERS4_AWFI_L4_SR,2019-01-04,37.5,17.0
9,CBERS4_AWFI_L4_SR,2019-01-05,-49.5,1.0
15,CBERS4_AWFI_L4_SR,2019-01-06,47.5,-15.0
16,CBERS4_AWFI_L4_SR,2019-01-07,38.5,17.0
15,CBERS4_AWFI_L4_SR,2019-01-08,19.5,6.5
18,CBERS4_AWFI_L4_SR,2019-01-09,30.5,17.0
14,CBERS4_AWFI_L4_SR,2019-01-10,39.5,17.0
16,CBERS4_AWFI_L4_SR,2019-01-11,21.5,11.5
19,CBERS4_AWFI_L4_SR,2019-01-12,29.0,6.5
15,CBERS4_AWFI_L4_SR,2019-01-13,38.0,6.5
17,CBERS4_AWFI_L4_SR,2019-01-14,22.5,11.5
19,CBERS4_AWFI_L4_SR,2019-01-15,30.0,6.5
15,CBERS4_AWFI_L4_SR,2019-01-16,39.0,6.5
17,CBERS4_AWFI_L4_SR,2019-01-17,23.5,11.5
19,CBERS4_AWFI_L4_SR,2019-01-18,33.5,17.0
14,CBERS4_AWFI_L4_SR,2019-01-19,41.0,11.5
17,CBERS4_AWFI_L4_SR,2019-01-20,25.5,17.0
19,CBERS4_AWFI_L4_SR,2019-01-21,34.5,17.0
13,CBERS4_AWFI_L4_SR,2019-01-22,42.0,11.5
16,CBERS4_AWFI_L4_SR,2019-01-23,26.5,17.0
18,CBERS4_AWFI_L4_SR,2019-01-24,34.0,11.5
13,CBERS4_AWFI_L4_SR,2019-01-25,43.0,11.5
13,CBERS4_AWFI_L4_SR,2019-01-26,50.5,6.5
19,CBERS4_AWFI_L4_SR,2019-01-27,34.0,6.5
13,CBERS4_AWFI_L4_SR,2019-01-28,41.5,1.0
12,CBERS4_AWFI_L4_SR,2019-01-29,-42.5,-4.5
17,CBERS4_AWFI_L4_SR,2019-01-30,37.5,17.0
15,CBERS4_AWFI_L4_SR,2019-01-31,19.5,11.5
18,CBERS4_AWFI_L4_SR,2019-02-01,28.5,11.5
15,CBERS4_AWFI_L4_SR,2019-02-02,38.5,17.0
16,CBERS4_AWFI_L4_SR,2019-02-03,20.5,11.5
12,CBERS4_AWFI_L4_SR,2019-02-04,-41.0,-4.5
13,CBERS4_AWFI_L4_SR,2019-02-05,37.0,6.5
18,CBERS4_AWFI_L4_SR,2019-02-06,23.0,17.0
20,CBERS4_AWFI_L4_SR,2019-02-07,31.5,17.0
14,CBERS4_AWFI_L4_SR,2019-02-08,39.0,11.5
16,CBERS4_AWFI_L4_SR,2019-02-09,22.5,11.5
19,CBERS4_AWFI_L4_SR,2019-02-10,32.5,17.0
15,CBERS4_AWFI_L4_SR,2019-02-11,41.0,17.0
16,CBERS4_AWFI_L4_SR,2019-02-12,22.5,6.5
18,CBERS4_AWFI_L4_SR,2019-02-13,33.5,17.0
13,CBERS4_AWFI_L4_SR,2019-02-14,41.0,11.5
16,CBERS4_AWFI_L4_SR,2019-02-15,24.5,11.5
19,CBERS4_AWFI_L4_SR,2019-02-16,32.0,6.5
13,CBERS4_AWFI_L4_SR,2019-02-17,39.5,1.0
16,CBERS4_AWFI_L4_SR,2019-02-18,25.5,11.5
19,CBERS4_AWFI_L4_SR,2019-02-19,33.0,6.5
13,CBERS4_AWFI_L4_SR,2019-02-20,40.5,1.0
12,CBERS4_AWFI_L4_SR,2019-02-21,45.5,-15.0
19,CBERS4_AWFI_L4_SR,2019-02-22,36.5,17.0
14,CBERS4_AWFI_L4_SR,2019-02-23,44.0,11.5
17,CBERS4_AWFI_L4_SR,2019-02-24,28.5,17.0
17,CBERS4_AWFI_L4_SR,2019-02-25,36.0,11.5
16,CBERS4_AWFI_L4_SR,2019-02-26,45.0,11.5
19,CBERS4_AWFI_L4_SR,2019-02-27,29.5,17.0
13,CBERS4_AWFI_L4_SR,2019-02-28,33.5,-4.5
15,CBERS4_AWFI_L4_SR,2019-03-01,45.5,11.5
20,CBERS4_AWFI_L4_SR,2019-03-02,30.5,17.0
13,CBERS4_AWFI_L4_SR,2019-03-03,14.0,17.0
17,CBERS4_AWFI_L4_SR,2019-03-04,23.0,17.0
18,CBERS4_AWFI_L4_SR,2019-03-05,7.5,22.5
13,CBERS4_AWFI_L4_SR,2019-03-06,15.0,17.0
17,CBERS4_AWFI_L4_SR,2019-03-07,24.0,17.0
13,CBERS4_AWFI_L4_SR,2019-03-08,8.5,22.5
14,CBERS4_AWFI_L4_SR,2019-03-09,16.0,17.0
16,CBERS4_AWFI_L4_SR,2019-03-10,24.5,17.0
17,CBERS4_AWFI_L4_SR,2019-03-11,9.5,22.5
13,CBERS4_AWFI_L4_SR,2019-03-12,17.0,17.0
17,CBERS4_AWFI_L4_SR,2019-03-13,25.5,17.0
16,CBERS4_AWFI_L4_SR,2019-03-14,9.5,17.0
14,CBERS4_AWFI_L4_SR,2019-03-15,18.0,17.0
14,CBERS4_AWFI_L4_SR,2019-03-16,25.5,11.5
16,CBERS4_AWFI_L4_SR,2019-03-17,10.0,17.0
14,CBERS4_AWFI_L4_SR,2019-03-18,40.5,1.0
17,CBERS4_AWFI_L4_SR,2019-03-19,27.5,17.0
15,CBERS4_AWFI_L4_SR,2019-03-20,12.5,22.5
13,CBERS4_AWFI_L4_SR,2019-03-21,41.5,1.0
16,CBERS4_AWFI_L4_SR,2019-03-22,5.0,22.5
14,CBERS4_AWFI_L4_SR,2019-03-23,13.5,22.5
12,CBERS4_AWFI_L4_SR,2019-03-24,40.0,-9.5
17,CBERS4_AWFI_L4_SR,2019-03-25,6.0,22.5
14,CBERS4_AWFI_L4_SR,2019-03-26,14.5,22.5
15,CBERS4_AWFI_L4_SR,2019-03-27,22.0,17.0
16,CBERS4_AWFI_L4_SR,2019-03-28,5.5,17.0
15,CBERS4_AWFI_L4_SR,2019-03-29,38.0,11.5
15,CBERS4_AWFI_L4_SR,2019-03-30,45.5,6.5
20,CBERS4_AWFI_L4_SR,2019-03-31,31.5,17.0
15,CBERS4_AWFI_L4_SR,2019-04-01,39.0,11.5
15,CBERS4_AWFI_L4_SR,2019-04-02,47.5,11.5
17,CBERS4_AWFI_L4_SR,2019-04-03,32.5,17.0
15,CBERS4_AWFI_L4_SR,2019-04-04,40.0,11.5
14,CBERS4_AWFI_L4_SR,2019-04-05,48.5,11.5
17,CBERS4_AWFI_L4_SR,2019-04-06,33.5,17.0
14,CBERS4_AWFI_L4_SR,2019-04-07,41.0,11.5
15,CBERS4_AWFI_L4_SR,2019-04-08,49.5,11.5
19,CBERS4_AWFI_L4_SR,2019-04-09,34.5,17.0
6,CBERS4_AWFI_L4_SR,2019-04-10,42.0,11.5
11,CBERS4_AWFI_L4_SR,2019-04-11,-45.0,-4.5
14,CBERS4_AWFI_L4_SR,2019-04-12,30.5,-4.0
8,CBERS4_AWFI_L4_SR,2019-04-13,-51.5,1.0
13,CBERS4_AWFI_L4_SR,2019-04-14,52.5,17.0
7,CBERS4_AWFI_L4_SR,2019-04-15,-36.0,-4.5
10,CBERS4_AWFI_L4_SR,2019-04-16,45.5,22.5
4,CBERS4_AWFI_L4_SR,2019-04-17,-45.0,-9.5
6,CBERS4_AWFI_L4_SR,2019-04-18,-36.0,-9.5
5,CBERS4_AWFI_L4_SR,2019-04-19,-50.0,1.0
10,CBERS4_AWFI_L4_SR,2019-04-20,30.0,22.5
8,CBERS4_AWFI_L4_SR,2019-04-21,-35.0,-9.5
11,CBERS4_AWFI_L4_SR,2019-04-22,45.0,11.5
19,CBERS4_AWFI_L4_SR,2019-04-23,30.0,17.0
12,CBERS4_AWFI_L4_SR,2019-04-24,13.5,17.0
11,CBERS4_AWFI_L4_SR,2019-04-25,-48.5,1.0
15,CBERS4_AWFI_L4_SR,2019-04-26,7.0,22.5
13,CBERS4_AWFI_L4_SR,2019-04-27,14.0,17.0
18,CBERS4_AWFI_L4_SR,2019-04-28,23.0,17.0
17,CBERS4_AWFI_L4_SR,2019-04-29,8.0,22.5
9,CBERS4_AWFI_L4_SR,2019-04-30,-54.0,6.5
17,CBERS4_AWFI_L4_SR,2019-05-01,24.0,17.0
13,CBERS4_AWFI_L4_SR,2019-05-02,-39.0,-4.5
9,CBERS4_AWFI_L4_SR,2019-05-03,17.5,22.5
13,CBERS4_AWFI_L4_SR,2019-05-04,24.0,11.5
15,CBERS4_AWFI_L4_SR,2019-05-05,8.5,17.0
13,CBERS4_AWFI_L4_SR,2019-05-06,17.0,17.0
16,CBERS4_AWFI_L4_SR,2019-05-07,24.5,11.5
16,CBERS4_AWFI_L4_SR,2019-05-08,11.0,22.5
14,CBERS4_AWFI_L4_SR,2019-05-09,18.0,17.0
17,CBERS4_AWFI_L4_SR,2019-05-10,27.0,17.0
12,CBERS4_AWFI_L4_SR,2019-05-11,10.5,17.0
15,CBERS4_AWFI_L4_SR,2019-05-12,19.0,17.0
15,CBERS4_AWFI_L4_SR,2019-05-13,28.0,17.0
